ChEMBL_ID,canonical_smiles,target_chembl_id,standard_type,standard_value,standard_units,assay_description
CHEMBL3088152,Cc1c(-c2csc(/N=C3\S/C(=C\c4ccccc4)C(=O)N3c3ccccc3)n2)c(=O)n(-c2ccccc2)n1C,CHEMBL392,IC50,100000.0,nM,Cytotoxicity against human A549 cells after 72 hrs by SRB assay
CHEMBL5415280,CC(C(=O)N1CCCCC1)N1C(=O)S/C(=C\c2ccc(O)c(O)c2)C1=O,CHEMBL392,GI50,29400.0,nM,Antiproliferative activity against human A549 cells assessed as cell growth inhibition incubated for 72 hrs by resazurin dye based analysis
CHEMBL5401747,CC(C(=O)N1CCOCC1)N1C(=O)S/C(=C\c2ccc(N3CCCC3)cc2)C1=O,CHEMBL392,GI50,69000.0,nM,Antiproliferative activity against human A549 cells assessed as cell growth inhibition incubated for 72 hrs by resazurin dye based analysis
CHEMBL1969434,CC(=O)Nc1ccc(N2C(=O)/C(=C\c3cccc(Oc4ccccc4)c3)SC2c2ccccc2)cc1,CHEMBL392,GI50,27101.92,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1988568,COc1ccc(C2SCC(=O)N2NC(=O)c2ccncc2)cc1F,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL5275057,O=C1CS/C(=N\c2cc(-c3cn(Cc4ccccc4)c4ccccc34)nn2-c2ccc(Cl)cc2)N1,CHEMBL392,IC50,46350.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay
CHEMBL3088157,Cc1c(-c2csc(/N=C3\S/C(=C\c4ccco4)C(=O)N3c3ccccc3)n2)c(=O)n(-c2ccccc2)n1C,CHEMBL392,IC50,13670.0,nM,Cytotoxicity against human A549 cells after 72 hrs by SRB assay
CHEMBL5410065,CCOC(=O)CN1C(=O)S/C(=C\c2ccc3c(c2)OCCO3)C1=O,CHEMBL392,GI50,100000.0,nM,Antiproliferative activity against human A549 cells assessed as cell growth inhibition incubated for 72 hrs by resazurin dye based analysis
CHEMBL5414721,CCOC(=O)C(C)N1C(=O)S/C(=C\c2ccc(O)c(Cl)c2)C1=O,CHEMBL392,GI50,49400.0,nM,Antiproliferative activity against human A549 cells assessed as cell growth inhibition incubated for 72 hrs by resazurin dye based analysis
CHEMBL5191669,Cn1c2c(c3ccccc31)/C(=C1\S/C(=N/Cc3ccccc3)NC1=O)CCNC2=O,CHEMBL392,IC50,50000.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay
CHEMBL5289262,O=C1CS/C(=N\c2cc(-c3c[nH]c4ccccc34)nn2-c2cccc(Cl)c2)N1,CHEMBL392,IC50,11510.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay
CHEMBL5277522,COc1ccc2c(c1)c(-c1cc(/N=C3/NC(=O)CS3)n(-c3cccc(Cl)c3)n1)cn2C,CHEMBL392,IC50,50000.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay
CHEMBL5274642,CCn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3ccc(C#N)cc3)n2)c2cc(Br)ccc21,CHEMBL392,IC50,36620.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay
CHEMBL5279501,Cn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3ccc(Cl)cc3)n2)c2cc(Br)ccc21,CHEMBL392,IC50,19230.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay
CHEMBL5281502,COc1ccc2[nH]cc(-c3cc(/N=C4/NC(=O)CS4)n(-c4cccc(Cl)c4)n3)c2c1,CHEMBL392,IC50,22600.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay
CHEMBL5268900,CCc1ccccc1-n1nc(-c2cn(Cc3ccccc3)c3ccccc23)cc1/N=C1/NC(=O)CS1,CHEMBL392,IC50,36450.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay
CHEMBL5277319,CCn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3ccc(C#N)cc3)n2)c2ccccc21,CHEMBL392,IC50,39210.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay
CHEMBL5190433,C=CCOc1cccc(/C=C2\SC(=S)N(C3CC(=O)N(c4ccc(Cl)cc4)C3=O)C2=O)c1,CHEMBL392,GI50,100000.0,nM,Anticancer activity against human A549 cells assessed as cell growth inhibition incubated for 72 hrs by MTT assay
CHEMBL5273830,CCc1ccccc1-n1nc(-c2c[nH]c3ccc(OC)cc23)cc1/N=C1/NC(=O)CS1,CHEMBL392,IC50,25840.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay
CHEMBL5290235,CCc1ccccc1-n1nc(-c2cn(C)c3ccc(OC)cc23)cc1/N=C1/NC(=O)CS1,CHEMBL392,IC50,50000.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay
CHEMBL4206739,COc1cc(-c2nc3cc(/C=C4\SC(=O)NC4=O)ccc3[nH]2)ccc1OCC(C)C,CHEMBL392,IC50,5110.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition after 48 hrs by MTT assay
CHEMBL5174358,O=C1NC(=O)/C(=C\c2ccc(OCC(=O)N3N=C(c4ccc(F)cc4)CC3c3ccco3)cc2)S1,CHEMBL392,IC50,46270.0,nM,Antiproliferative activity against human A549 cells assessed as reduction in cell viability after 48 hrs by MTT assay
CHEMBL5203461,O=C1N/C(=N\Cc2ccc(Cl)cc2)S/C1=C1/CCNC(=O)c2[nH]c3ccccc3c21,CHEMBL392,IC50,33640.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,IC50,1240.0,nM,Cytotoxicity against human A549 cells assessed as cell growth inhibition incubated for 48 hrs by MTT assay
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as changes in cell morphology at 0.625 to 2.5 uM incubated for 48 hrs by phase contrast microscopy
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as cell shrinkage at 0.625 to 2.5 uM incubated for 48 hrs by phase contrast microscopy
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as nuclear fragmentation at 0.625 to 2.5 uM incubated for 48 hrs by DAPI staining based fluorescence microscopic analysis
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as cell membrane disruption at 0.625 to 2.5 uM incubated for 48 hrs by phase contrast microscopy
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as reduction on viable cells at 0.625 to 2.5 uM incubated for 48 hrs by phase contrast microscopy
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as changes in nuclear morphology at 0.625 to 2.5 uM incubated for 48 hrs by DAPI staining based fluorescence microscopic analysis
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as chromatin condensation at 0.625 to 2.5 uM incubated for 48 hrs by DAPI staining based fluorescence microscopic analysis
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as cell shrinkage at 0.625 to 2.5 uM incubated for 48 hrs by AO/EB staining based fluorescence microscopy
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as apoptotic body fragmentation at 0.625 to 2.5 uM incubated for 48 hrs by AO/EB staining based fluorescence microscopy
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as membrane blebbing at 0.625 to 2.5 uM incubated for 48 hrs by AO/EB staining based fluorescence microscopy
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as chromatin condensation at 0.625 to 2.5 uM incubated for 48 hrs by AO/EB staining based fluorescence microscopy
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,,,Induction of intracellular ROS generation in human A549 cells at 0.625 to 2.5 uM incubated for 48 hrs by DAPI staining based fluorescence microscopic analysis
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,298.42,um,Anti-migration activity in human A549 cells assessed as distance travelled at 0.625 uM by wound healing assay based phase contrast microscopy
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,391.93,um,Anti-migration activity in human A549 cells assessed as distance travelled at 1.25 uM by wound healing assay based phase contrast microscopy
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,363.56,um,Anti-migration activity in human A549 cells assessed as distance travelled at 2.5 uM by wound healing assay based phase contrast microscopy
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,259.59,um,Anti-migration activity in human A549 cells assessed as distance travelled at 0.625 uM incubated for 48 hrs by wound healing assay based phase contrast microscopy
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,293.25,um,Anti-migration activity in human A549 cells assessed as distance travelled at 1.25 uM incubated for 48 hrs by wound healing assay based phase contrast microscopy
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,445.52,um,Anti-migration activity in human A549 cells assessed as distance travelled at 2.5 uM incubated for 48 hrs by wound healing assay based phase contrast microscopy
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Inhibition,,%,Inhibition of cell migration in human A549 cells at 0.625 to 2.5 uM incubated for 48 hrs by wound healing assay based phase contrast microscopy
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Inhibition,,%,Inhibition of colony formation in human A549 cells assessed as decrease in colonies at 0.625 to 2.5 uM incubated for 7 days by crystal violet staining based assay
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,2.97,%,Induction of apoptosis in human A549 cells assessed as necrotic cells at 0.625 to 2.5 uM incubated for 48 hrs by Annexin V-FITC/propidium iodide staining based flow cytometric analysis
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,4.8,%,Induction of apoptosis in human A549 cells assessed as necrotic cells at 0.625 uM incubated for 48 hrs by Annexin V-FITC/propidium iodide staining based flow cytometric analysis
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,5.96,%,Induction of apoptosis in human A549 cells assessed as necrotic cells at 2.5 uM incubated for 48 hrs by Annexin V-FITC/propidium iodide staining based flow cytometric analysis
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,,,Induction of apoptosis in human A549 cells assessed as late apoptotic cells at 0.625 to 1.25 uM incubated for 48 hrs by Annexin V-FITC/propidium iodide staining based flow cytometric analysis
CHEMBL5192072,Cc1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,CHEMBL392,Activity,3.09,%,Induction of apoptosis in human A549 cells assessed as late apoptotic cells at 2.5 uM incubated for 48 hrs by Annexin V-FITC/propidium iodide staining based flow cytometric analysis
CHEMBL4277171,CC(=C\c1ccccc1)/C=C1/SC(=O)N(CCCC(=O)Nc2ccc(S(N)(=O)=O)cc2)C1=O,CHEMBL392,IC50,,,Antiproliferative activity against human A549 cells after 72 hrs by MTT assay
CHEMBL5403160,CC(C(=O)N1CCOCC1)N1C(=O)S/C(=C\c2cccc(O)c2O)C1=O,CHEMBL392,GI50,28000.0,nM,Antiproliferative activity against human A549 cells assessed as cell growth inhibition incubated for 72 hrs by resazurin dye based analysis
CHEMBL3088154,Cc1c(-c2csc(/N=C3\S/C(=C\c4ccc(N(C)C)cc4)C(=O)N3c3ccccc3)n2)c(=O)n(-c2ccccc2)n1C,CHEMBL392,IC50,100000.0,nM,Cytotoxicity against human A549 cells after 72 hrs by SRB assay
CHEMBL565219,C=CCc1cc(/C=C2\SC(=O)NC2=O)c(O)c(-c2ccc(O)c(CC=C)c2)c1,CHEMBL392,IC50,91600.0,nM,Antiproliferative activity against human A549 cells by MTT assay
CHEMBL224043,CN1C(=O)CSC1=S,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL2002157,CN1C(=O)C23CCCC2CC1(c1ccccc1)S3,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL362497,O=C1NC(=O)/C(=C/c2cc(Br)ccc2OCc2ccccc2)S1,CHEMBL392,GI50,5000.0,nM,Inhibition of human lung cancer cell line (A549) growth by 50% in sulforhodamine-B assay
CHEMBL4281697,O=C(O)CN1C(=O)/C(=C/c2nc3ccc(F)cc3n2Cc2ccccc2F)SC1=S,CHEMBL392,IC50,50000.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL4286539,O=C(O)CN1C(=O)/C(=C/c2nc3ccccc3n2Cc2ccc(F)cc2F)SC1=S,CHEMBL392,IC50,12830.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL4281869,CCn1c(/C=C2\SC(=S)N(CC(=O)O)C2=O)nc2ccccc21,CHEMBL392,IC50,9440.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL1964796,COc1ccccc1C1SCC(=O)N1c1ccc(-c2ccc(-n3c(-c4ccccc4)nc4ccccc4c3=O)cc2)cc1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1998215,CN(C)c1ccc(C2SCC(=O)N2c2ccc(Oc3ccc(Cl)cc3)c(Cl)c2)cc1,CHEMBL392,GI50,22698.65,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL2236302,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3cccnc3)C2=O)cc1,CHEMBL392,IC50,75000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay
CHEMBL2236303,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccncc3)C2=O)cc1,CHEMBL392,IC50,72000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay
CHEMBL1994721,COc1ccc(C2SCC(=O)N2c2ccc(-n3c(-c4ccccc4)nc4ccccc4c3=O)cc2)cc1OC,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL4281527,Cc1ccc(Cn2c(/C=C3\SC(=S)N(CC(=O)O)C3=O)nc3cc(F)ccc32)cc1,CHEMBL392,IC50,13820.0,nM,Cytotoxicity against human A549 cells after 48 hrs by MTT assay
CHEMBL4763026,O=C1NC(=O)/C(=C/c2ccc(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc2)S1,CHEMBL392,IC50,1700.0,nM,Cytotoxicity against human A549/ATCC assessed as reduction in cell viability after 48 hrs by MTT assay
CHEMBL4763026,O=C1NC(=O)/C(=C/c2ccc(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc2)S1,CHEMBL392,Activity,90.0,%,Cytotoxicity against human A549/ATCC assessed as reduction in cell viability at 100 uM after 48 hrs by MTT assay
CHEMBL4763026,O=C1NC(=O)/C(=C/c2ccc(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc2)S1,CHEMBL392,Activity,78.0,%,Cytotoxicity against human A549/ATCC assessed as reduction in cell viability at 10 uM after 48 hrs by MTT assay
CHEMBL4763026,O=C1NC(=O)/C(=C/c2ccc(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc2)S1,CHEMBL392,Activity,75.0,%,Cytotoxicity against human A549/ATCC assessed as reduction in cell viability at 1 uM after 48 hrs by MTT assay
CHEMBL4763026,O=C1NC(=O)/C(=C/c2ccc(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc2)S1,CHEMBL392,Activity,59.0,%,Cytotoxicity against human A549/ATCC assessed as reduction in cell viability at 0.1 uM after 48 hrs by MTT assay
CHEMBL4763026,O=C1NC(=O)/C(=C/c2ccc(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc2)S1,CHEMBL392,Activity,42.0,%,Cytotoxicity against human A549/ATCC assessed as reduction in cell viability at 0.01 uM after 48 hrs by MTT assay
CHEMBL1985722,COc1cc(S(=O)(=O)Nc2nc(-c3ccc(N4C(=O)C(CC(=O)O)SC4c4ccccc4O)cc3)cs2)ccc1Cl,CHEMBL392,GI50,31988.95,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1979907,O=C1CS(=O)(=O)C(c2cccc(Oc3ccccc3)c2)N1c1cccc(Cl)c1,CHEMBL392,GI50,37325.02,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL3780525,O=C1CSC(c2ccc(Br)cc2)N1c1ccccc1,CHEMBL392,Inhibition,0.0,%,Cytotoxicity against human A549 cells at 30 ug/mL by MTT assay
CHEMBL3780525,O=C1CSC(c2ccc(Br)cc2)N1c1ccccc1,CHEMBL392,Inhibition,0.0,%,Cytotoxicity against human A549 cells at 10 ug/mL by MTT assay
CHEMBL3780525,O=C1CSC(c2ccc(Br)cc2)N1c1ccccc1,CHEMBL392,Inhibition,0.0,%,Cytotoxicity against human A549 cells at 3 ug/mL by MTT assay
CHEMBL3780525,O=C1CSC(c2ccc(Br)cc2)N1c1ccccc1,CHEMBL392,GI50,100.0,ug.mL-1,Cytotoxicity against human A549 cells after 48 and 72 hrs by MTT assay
CHEMBL3780525,O=C1CSC(c2ccc(Br)cc2)N1c1ccccc1,CHEMBL392,GI90,100.0,ug ml-1,Cytotoxicity against human A549 cells after 48 and 72 hrs by MTT assay
CHEMBL1982050,O=C(Cc1ccccc1)NN1C(=O)/C(=C\c2ccc(O)cc2)S/C1=N\c1ccccc1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL2005888,O=C1CSC(c2ccc([N+](=O)[O-])cc2)N1c1ccc(-n2c(-c3ccccc3)nc3ccccc3c2=O)cc1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL181853,O=C1NC(=O)/C(=C/c2cc(F)ccc2OCc2ccccc2)S1,CHEMBL392,GI50,4000.0,nM,Inhibition of human lung cancer cell line (A549) growth by 50% in sulforhodamine-B assay
CHEMBL184949,CC(C)(C)c1ccc(OCc2ccccc2)c(/C=C2\SC(=O)NC2=O)c1,CHEMBL392,GI50,2000.0,nM,Inhibition of human lung cancer cell line (A549) growth by 50% in sulforhodamine-B assay
CHEMBL4577182,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4cccc(Cl)c4)cc3)ccnc2cc1OCCCN1CCOCC1,CHEMBL392,IC50,8900.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell proliferation measured after 72 hrs by MTT assay
CHEMBL1991240,COc1cccc(C2SCC(=O)N2c2ccc(-c3ccc(-n4c(-c5ccccc5)nc5ccccc5c4=O)cc3)cc2)c1OC,CHEMBL392,GI50,83752.93,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL3780500,O=C1CSC(c2ccccc2)N1c1ccc(Br)cc1,CHEMBL392,Inhibition,0.0,%,Cytotoxicity against human A549 cells at 30 ug/mL by MTT assay
CHEMBL3780500,O=C1CSC(c2ccccc2)N1c1ccc(Br)cc1,CHEMBL392,Inhibition,0.0,%,Cytotoxicity against human A549 cells at 10 ug/mL by MTT assay
CHEMBL3780500,O=C1CSC(c2ccccc2)N1c1ccc(Br)cc1,CHEMBL392,Inhibition,0.0,%,Cytotoxicity against human A549 cells at 3 ug/mL by MTT assay
CHEMBL2005939,O=C1/C(=C2\SCC(=O)N2c2ccccc2)SC(=S)N1c1ccccc1,CHEMBL392,GI50,31045.6,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL262615,CCOc1ccc(/C=C2/SC(=O)N(CCN)C2=O)cc1,CHEMBL392,IC50,25000.0,nM,Antiproliferative activity against human A549 cells
CHEMBL1988545,COc1ccc(C2S/C(=C\c3cccc(OC)c3)C(=O)N2NC(=O)Cc2ccccc2)cc1,CHEMBL392,GI50,100000.0,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL5281614,Cn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3ccc(Cl)cc3)n2)c2ccccc21,CHEMBL392,IC50,30220.0,nM,Cytotoxicity against human A549 cells assessed as reduction in cell viability measured after 48 hrs by MTT assay
CHEMBL2004326,COc1cccc(N2C(=O)CS(=O)(=O)C2c2cccc(Oc3ccccc3)c2)c1,CHEMBL392,GI50,26668.59,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL3794212,Cc1cnc(C(=O)NN2C(=O)CS[C@@H]2c2cccc([N+](=O)[O-])c2)cn1,CHEMBL392,MIC,100.0,ug.mL-1,Cytotoxicity against human A549 cells after 3 days by MTT assay
CHEMBL3794212,Cc1cnc(C(=O)NN2C(=O)CS[C@@H]2c2cccc([N+](=O)[O-])c2)cn1,CHEMBL392,IC50,100.0,ug.mL-1,Cytotoxicity against human A549 cells after 3 days by MTT assay
CHEMBL2260537,O=C(CC1SC(=O)NC1=O)Nc1nnc(-c2ccc([N+](=O)[O-])cc2)s1,CHEMBL392,IC50,68000.0,nM,Cytotoxicity against Homo sapiens (human) A549 cells after 24 hr by MTT assay
CHEMBL360496,CC(=O)OC[C@]12C[C@H]3OC4(O)[C@@H](O[C@H](C)C[C@@]45NC(=O)CS5)O[C@@H]3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12CO,CHEMBL392,IC50,1861.0,nM,Concentration required for 50% growth inhibition of human A549 cancer cell lines after 3 days of culture
CHEMBL1984102,COc1cc(/C=C2/SC(c3ccccc3)N(Cc3ccccc3)C2=O)cc(OC)c1OC,CHEMBL392,GI50,66988.46,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1982249,Cc1cc(Cl)ccc1/N=C1/NC(=O)C(CC(=O)Nc2cccc(C)c2C)S1,CHEMBL392,GI50,31988.95,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1986435,CCOC(=O)C1=C(N)N(c2ccccc2)/C(=C2\SC(=S)N(c3ccc(C)cc3)C2=O)S1,CHEMBL392,GI50,52119.47,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1994936,COc1ccc(N2C(=O)/C(=C\c3cccc(Oc4ccccc4)c3)S(=O)(=O)C2c2ccccc2)cc1,CHEMBL392,GI50,31477.48,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1982825,O=C1/C(=C\c2ccc(-c3ccc(Cl)cc3Cl)o2)SC2NC(COc3ccc(Cl)cc3)=NN12,CHEMBL392,GI50,69662.65,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
CHEMBL1969923,NC(=S)N/N=C1\NC(=O)/C(=C/c2ccc3c(c2)OCO3)S1,CHEMBL392,GI50,30619.63,nM,PUBCHEM_BIOASSAY: NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line. (Class of assay: confirmatory) 
